Country,Year,Population,Food supply kcal per capita per day,FoodSupplyperyear
China,Y1973,889485400,1870.2872,607211502745511
China,Y1974,908464200,1867.0382999999999,619090171286284
China,Y1975,926240900,1882.885,636561860403722
China,Y1976,942685440,1848.6886,636097116604604
China,Y1977,957891260,1885.8915999999999,659364864545807
China,Y1978,972205440,2030.2039,720427975699564
China,Y1979,986132160,2043.8815999999999,735671142602174
China,Y1980,1000089300,2111.5097999999998,770769900606176
China,Y1981,1014022200,2129.9675000000002,788339530551652
China,Y1982,1027949000,2293.0895999999998,860370393849096
China,Y1983,1042431360,2365.3004999999998,899967147213643
China,Y1984,1058172000,2401.0886,927379125004308
China,Y1985,1075589400,2398.9863,941818345784205
China,Y1986,1095014100,2395.2530000000002,957335069944564
China,Y1987,1116095500,2410.8240000000001,982109083457580
China,Y1988,1137724300,2388.8267000000001,992006557553766
China,Y1989,1158357400,2378.3042,1005548088375190
China,Y1990,1176883600,2479.6287000000002,1065155538158550
China,Y1991,1192897300,2410.8467000000001,1049700769487530
China,Y1992,1206711300,2440.0509999999999,1074719546710850
China,Y1993,1218817000,2526.1035000000002,1123783129689220
China,Y1994,1230020000,2595.3245000000002,1165189880143850
China,Y1995,1240920400,2683.6500000000001,1215521551482900
China,Y1996,1251636100,2686.9490000000001,1227525064049500
China,Y1997,1261996000,2714.2597999999998,1250265528854690
China,Y1998,1271982300,2755.2802999999999,1279203737195620
China,Y1999,1281514900,2744.4582999999998,1283728434415710
China,Y2000,1290550800,2785.9767999999999,1312337274627830
China,Y2001,1299129700,2791.6367,1323744824231700
China,Y2002,1307352200,2805.9402,1338948514141530
China,Y2003,1315303600,2806.0902999999998,1347164145833000
China,Y2004,1323084700,2829.6396,1366506294365050
China,Y2005,1330776300,2851.7426999999998,1385186533583170
China,Y2006,1338408600,2856.5857000000001,1395496786643710
China,Y2007,1345993900,2893.7354,1421656821764130
China,Y2008,1353569500,2953.1664999999998,1459020377529940
China,Y2009,1361169400,2972.1770000000001,1476657280081090
China,Y2010,1368810600,3100.0007000000001,1548809543631110
China,Y2011,1376497700,3113.0007000000001,1564038980831660
China,Y2012,1384206300,3143.9992999999999,1588459427963290
China,Y2013,1391883400,3150.9989999999998,1600825468553560
China,Y2014,1399454000,3205,1637116275550000
China,Y2015,1406847900,3256.0001999999999,1671954420975900
China,Y2016,1414049400,3272.9989999999998,1689286529334970
China,Y2017,1421021700,3299.0007000000001,1711102327800540
China,Y2018,1427647700,3310.0005000000001,1724812829300710
China,Y2019,1433783800,3347.0005000000001,1751589409854540
China (FAO),Y1961,675173000,1439,354624490655000
China (FAO),Y1962,686277000,1547,387509739435000
China (FAO),Y1963,698324000,1614,411389651640000
China (FAO),Y1964,712071000,1685,437941466775000
China (FAO),Y1965,728010000,1813,481756977450000
China (FAO),Y1966,746346000,1880,512142625200000
China (FAO),Y1967,766783000,1833,513012332235000
China (FAO),Y1968,788658000,1776,511239661920000
China (FAO),Y1969,811029000,1751,518340799335000
China (FAO),Y1970,833146000,1859,565318721110000
China (FAO),Y1971,854876000,1863,581311405620000
China (FAO),Y1972,876240000,1848,591041404800000
China (FAO),Y1973,896847000,1917,627528330135000
China (FAO),Y1974,916273000,1913,639783040885000
China (FAO),Y1975,934253000,1929,657793523505000
China (FAO),Y1976,950601000,1896,657853916040000
China (FAO),Y1977,965463000,1934,681529986330000
China (FAO),Y1978,979364000,2080,743533148800000
China (FAO),Y1979,993055000,2095,759364332125000
China (FAO),Y1980,1007126000,2161,794385739390000
China (FAO),Y1981,1021606000,2178,812146121820000
China (FAO),Y1982,1036453000,2339,884856201955000
China (FAO),Y1983,1052063000,2407,924295208965000
China (FAO),Y1984,1068905000,2440,951966793000000
China (FAO),Y1985,1087236000,2437,967101858180000
China (FAO),Y1986,1107277000,2433,983311803465000
China (FAO),Y1987,1128752000,2448,1008562487040000
China (FAO),Y1988,1150765000,2427,1019410929075000
China (FAO),Y1989,1172092000,2417,1034025422860000
China (FAO),Y1990,1191815000,2515,1094056374625000
China (FAO),Y1991,1209655000,2444,1079084839300000
China (FAO),Y1992,1225776000,2468,1104203536320000
China (FAO),Y1993,1240258000,2550,1154370133500000
China (FAO),Y1994,1253340000,2614,1195824227400000
China (FAO),Y1995,1265229000,2701,1247344988085000
China (FAO),Y1996,1275896000,2704,1259258316160000
China (FAO),Y1997,1285339000,2734,1282652641490000
China (FAO),Y1998,1293859000,2776,1310989693160000
China (FAO),Y1999,1301851000,2770,1316236453550000
China (FAO),Y2000,1309631000,2814,1345135096410000
China (FAO),Y2001,1317322000,2821,1356400357130000
China (FAO),Y2002,1324949000,2836,1371507707860000
China (FAO),Y2003,1332606000,2838,1380406577220000
China (FAO),Y2004,1340363000,2861,1399694168195000
China (FAO),Y2005,1348270000,2883,1418777779650000
China (FAO),Y2006,1356377000,2886,1428793968030000
China (FAO),Y2007,1364705000,2921,1455000706325000
China (FAO),Y2008,1373219000,2977,1492146631495000
China (FAO),Y2009,1381857000,2995,1510611525975000
China (FAO),Y2010,1399503000,3098,1582516007310000
China (FAO),Y2011,1407325000,3111,1598038647375000
China (FAO),Y2012,1415164000,3141,1622435995260000
China (FAO),Y2013,1422971000,3148,1635022138420000
China (FAO),Y2014,1430671000,3202,1672068117830000
China (FAO),Y2015,1438193000,3251,1706581386695000
China (FAO),Y2016,1445524000,3267,1723722321420000
China (FAO),Y2017,1452626000,3293,1745976557570000
China (FAO),Y2018,1459378000,3304,1759951492880000
China (FAO),Y2019,1465634000,3340,1786754409400000
Colombia,Y1961,16567816,2180.5771,13186501060814
Colombia,Y1962,17092920,2191.2073,13670757845045.301
Colombia,Y1963,17629978,2078.3242,13373895621846.699
Colombia,Y1964,18175188,2122.9548,14083562451008.4
Colombia,Y1965,18725242,2079.3739999999998,14211925195855.4
Colombia,Y1966,19279734,2016.9788000000001,14193687382888.301
Colombia,Y1967,19837508,2001.9514999999999,14495511047354.6
Colombia,Y1968,20393704,2007.2570000000001,14941422865123.699
Colombia,Y1969,20942454,2007.7633000000001,15347334051895.4
Colombia,Y1970,21480064,2033.135,15940232521033.6
Colombia,Y1971,22003982,2113.0266000000001,16970674734251.199
Colombia,Y1972,22516430,2136.2795000000001,17557006555097.5
Colombia,Y1973,23024512,2160.6212999999998,18157746632996.5
Colombia,Y1974,23538390,2242.8339999999998,19269336009999.898
Colombia,Y1975,24065502,2285.3806,20074573461022.301
Colombia,Y1976,24608102,2414.0749999999998,21683118400012.301
Colombia,Y1977,25164544,2390.1904,21954038793549.801
Colombia,Y1978,25733670,2471.1671999999999,23211153452462.801
Colombia,Y1979,26312996,2453.2116999999998,23561242621977.398
Colombia,Y1980,26900508,2524.2323999999999,24784643862571.602
Colombia,Y1981,27496608,2519.8834999999999,25290210813886.301
Colombia,Y1982,28101824,2519.3649999999998,25841544414942.398
Colombia,Y1983,28714184,2558.8906000000002,26818906266358.699
Colombia,Y1984,29331230,2535.1950000000002,27141541488545.301
Colombia,Y1985,29951194,2503.4713999999999,27368414514820.801
Colombia,Y1986,30572478,2494.8188,27839569400100
Colombia,Y1987,31195418,2590.761,29499253401580.801
Colombia,Y1988,31822528,2545.8310000000001,29570394072480.301
Colombia,Y1989,32457496,2583.7844,30610057717169.801
Colombia,Y1990,33102570,2578.8281000000002,31158530759849.199
Colombia,Y1991,33758330,2582.1071999999999,31816183837836.199
Colombia,Y1992,34422570,2651.2053000000001,33310374508621.699
Colombia,Y1993,35091270,2696.9052999999999,34542808697056.801
Colombia,Y1994,35758976,2724.8373999999999,35564649244533.398
Colombia,Y1995,36421436,2783.6116000000002,37004843084464
Colombia,Y1996,37076388,2769.873,37484363411434.297
Colombia,Y1997,37723804,2781.002,38292140645636.898
Colombia,Y1998,38364308,2742.4841000000001,38402929214588.5
Colombia,Y1999,38999468,2779.616,39567294014165.102
Colombia,Y2000,39629964,2797.7957000000001,40469938147679.5
Colombia,Y2001,40255956,2836.1912000000002,41673359676497.297
Colombia,Y2002,40875364,2805.1837999999998,41851961752844.703
Colombia,Y2003,41483870,2824.1785,42762616619040.203
Colombia,Y2004,42075950,2807.8456999999999,43122112977534
Colombia,Y2005,42647732,2767.3656999999998,43077982812651.203
Colombia,Y2006,43200904,2811.0421999999999,44325440941084.297
Colombia,Y2007,43737510,2852.7546000000002,45541919738441.797
Colombia,Y2008,44254972,2863.96,46261731407328.797
Colombia,Y2009,44750056,2771.7177999999999,45272602269661.797
Colombia,Y2010,45222700,2708.018,44699318247139
Colombia,Y2011,45662748,2717.0149999999999,45284225508885.297
Colombia,Y2012,46075724,2807.0167999999999,47207395939159.602
Colombia,Y2013,46495492,2867.9697000000001,48671896718546.203
Colombia,Y2014,46967708,2907.018,49835629989781.602
Colombia,Y2015,47520668,2970.0207999999998,51515140922311.5
Colombia,Y2016,48175050,2969.9969999999998,52224110200820.297
Colombia,Y2017,48909844,2928.0093000000002,52271094504145.5
Colombia,Y2018,49661056,2970.9965999999999,53853132412869.5
Colombia,Y2019,50339440,2991.9739,54974216076524.797
Comoros,Y2010,689696,2273.0014999999999,572203215528.56006
Comoros,Y2011,706578,2252.3445000000002,580881831324.16504
Comoros,Y2012,723865,2252.4200000000001,595113521204.5
Comoros,Y2013,741511,2290.5095000000001,619929866296.89294
Comoros,Y2014,759390,2299.8184000000001,637457569593.23999
Comoros,Y2015,777435,2297.7136,652007885004.83997
Comoros,Y2016,795597,2333.1812,677539266559.38599
Comoros,Y2017,813890,2331.3150000000001,692563397352.75
Comoros,Y2018,832322,2313.1046999999999,702715494491.39099
Comoros,Y2019,850891,2285.2927,709755271640.43103
Congo,Y1961,1043119,2084.7478000000001,793743614741.69299
Congo,Y1962,1069236,2091.5792999999999,816283037811.40198
Congo,Y1963,1096638,2091.7822000000001,837283664608.91394
Congo,Y1964,1125354,2133.1154999999999,876186172041.255
Congo,Y1965,1155389,2087.7073,880421628118.49097
Congo,Y1966,1186782,2022.4691,876083922054.21301
Congo,Y1967,1219547,2021.3539000000001,899774670909.40503
Congo,Y1968,1253761,2022.4158,925503510375.68701
Congo,Y1969,1289519,1945.7301,915805415479.99402
Congo,Y1970,1326894,1902.5521000000001,921437012654.75098
Congo,Y1971,1365891,1947.3062,970829924680.83301
Congo,Y1972,1406510,2015.7426,1034834175378.99
Congo,Y1973,1448632,1968.3308,1040756248964.9399
Congo,Y1974,1492055,1916.2618,1043596319999.64
Congo,Y1975,1536658,2025.6049,1136121620664.8301
Congo,Y1976,1582361,1988.9266,1148727957551.45
Congo,Y1977,1629218,2023.8507,1203512306259.7
Congo,Y1978,1677326,2032.1900000000001,1244155470238.1001
Congo,Y1979,1726865,2036.1609000000001,1283403872291.1499
Congo,Y1980,1777932,2086.9953999999998,1354345605512.1699
Congo,Y1981,1830629,2050.4699999999998,1370082193654.95
Congo,Y1982,1884873,2150.7231000000002,1479651564108.2
Congo,Y1983,1940454,2131.4061999999999,1509601925541.3999
Congo,Y1984,1996994,2158.5844999999999,1573398307672.45
Congo,Y1985,2054308,2154.5898000000002,1615559737943.3201
Congo,Y1986,2112359,2145.7336,1654384283770.28
Congo,Y1987,2171319,2185.5295000000001,1732100830869.8301
Congo,Y1988,2231462,2167.4216000000001,1765329412508.4099
Congo,Y1989,2293161,2126.6016,1779973545855.02
Congo,Y1990,2356740,2023.2961,1740459740510.6101
Congo,Y1991,2422312,2021.394,1787203134168.72
Congo,Y1992,2489945,2029.8215,1844762521608.3899
Congo,Y1993,2559880,2009.1215999999999,1877235223513.9199
Congo,Y1994,2632345,1991.7754,1913709605589.25
Congo,Y1995,2707532,1987.8390999999999,1964480360546.9399
Congo,Y1996,2785815,1978.6167,2011901929970.3301
Congo,Y1997,2867283,2000.4492,2093586703986.1101
Congo,Y1998,2951651,2051.4773,2210164433768.1401
Congo,Y1999,3038432,2102.8463999999999,2332114864388.3501
Congo,Y2000,3127420,2176.0115000000001,2483935188145.4502
Congo,Y2001,3217930,2223.7249999999999,2611863857076.25
Congo,Y2002,3310376,2241.0010000000002,2707772913127.2402
Congo,Y2003,3406915,2207.1779999999999,2744678760092.5498
Congo,Y2004,3510468,2223.375,2848856678167.5
Congo,Y2005,3622775,1998.0123000000001,2641997388698.3599
Congo,Y2006,3745143,2086.8418000000001,2852665150172.75
Congo,Y2007,3876123,2070.4877999999999,2929294864721.7798
Congo,Y2008,4011487,2038.7352000000001,2985101309203.48
Congo,Y2009,4145400,2064.2856000000002,3123410677077.6001
Congo,Y2010,4273738,2035.1248000000001,3174620420263.3799
Congo,Y2011,4394842,2007.0721000000001,3219579138169.4902
Congo,Y2012,4510197,2065.9097000000002,3400945801891.98
Congo,Y2013,4622757,2148.1127999999999,3624524271291.2002
Congo,Y2014,4736965,2204.0164,3810727219372.4902
Congo,Y2015,4856093,2201.9578000000001,3902912828489.52
Congo,Y2016,4980996,2185.0016999999998,3972471925608.02
Congo,Y2017,5110701,2194.1284000000001,4092939985923.0698
Congo,Y2018,5244363,2180.8490000000002,4174564788528.2598
Congo,Y2019,5380504,2183.2012,4287553818132.75
Costa Rica,Y1961,1381187,1974.1614,995240412477.35706
Costa Rica,Y1962,1433346,2013.6986999999999,1053509346550.3199
Costa Rica,Y1963,1486555,2019.7920999999999,1095924196503.66
Costa Rica,Y1964,1539942,2097.5016999999998,1178961301459.01
Costa Rica,Y1965,1592834,2160.578,1256126365788.98
Costa Rica,Y1966,1645076,2130.2467999999999,1279112527936.23
Costa Rica,Y1967,1696742,2080.5165999999999,1288486462374.78
Costa Rica,Y1968,1747690,2143.826,1367561290608.1001
Costa Rica,Y1969,1797891,2168.2739999999999,1422886913198.9099
Costa Rica,Y1970,1847394,2219.0718000000002,1496317474044.5601
Costa Rica,Y1971,1896074,2276.5482999999999,1575523975101.5801
Costa Rica,Y1972,1944170,2301.0596,1632882630524.1799
Costa Rica,Y1973,1992522,2327.5408000000002,1692751831212.6201
Costa Rica,Y1974,2042242,2337.0237000000002,1742060303624.4199
Costa Rica,Y1975,2094186,2376.1500000000001,1816276523323.5
Costa Rica,Y1976,2148681,2411.9495000000002,1891616173217.47
Costa Rica,Y1977,2205618,2430.9558000000002,1957042352434.8101
Costa Rica,Y1978,2264942,2407.4735999999998,1990267645743.8899
Costa Rica,Y1979,2326460,2441.6100000000001,2073312420219
Costa Rica,Y1980,2389973,2519.9531000000002,2198256252647.2
Costa Rica,Y1981,2455593,2450.8051999999998,2196635734121.51
Costa Rica,Y1982,2523358,2378.3429999999998,2190514955064.8101
Costa Rica,Y1983,2593015,2476.1738,2343575869192.5601
Costa Rica,Y1984,2664220,2522.2896000000001,2452776055310.8799
Costa Rica,Y1985,2736719,2599.6691999999998,2596815894074.5
Costa Rica,Y1986,2810245,2600.0776000000001,2667002102379.3799
Costa Rica,Y1987,2884856,2636.8762000000002,2776557966291.9302
Costa Rica,Y1988,2960932,2664.3476999999998,2879467612880.5898
Costa Rica,Y1989,3039015,2679.0632000000001,2971725336523.02
Costa Rica,Y1990,3119436,2706.4564999999998,3081555511064.9102
Costa Rica,Y1991,3202083,2687.7541999999999,3141340391679.4902
Costa Rica,Y1992,3286525,2666.6889999999999,3198911123989.6299
Costa Rica,Y1993,3372298,2699.8470000000002,3323211353018.1899
Costa Rica,Y1994,3458829,2692.569,3399294545720.8701
Costa Rica,Y1995,3545524,2718.2267999999999,3517701500247.77
Costa Rica,Y1996,3632361,2664.1821,3532203972282.4102
Costa Rica,Y1997,3718952,2673.4531000000002,3628991969900.1899
Costa Rica,Y1998,3803893,2720.6361999999999,3777388283805.21
Costa Rica,Y1999,3885428,2771.6704,3930730909309.8901
Costa Rica,Y2000,3962369,2777.1264999999999,4016459982727.6499
Costa Rica,Y2001,4034074,2786.3676999999998,4102750924948.5801
Costa Rica,Y2002,4100922,2760.3330000000001,4131767269364.4902
Costa Rica,Y2003,4164053,2753.5862000000002,4185118790057.04
Costa Rica,Y2004,4225156,2774.6208000000001,4278970088108.3501
Costa Rica,Y2005,4285504,2835.643,4435538187961.2803
Costa Rica,Y2006,4345421,2903.7959999999998,4605648883112.3398
Costa Rica,Y2007,4404626,2895.8766999999998,4655667639049.1797
Costa Rica,Y2008,4463123,2888.527,4705525720784.6699
Costa Rica,Y2009,4520739,2893.4746,4774434866451.2305
Costa Rica,Y2010,4577371,2844.7694999999999,4752871375009.3398
Costa Rica,Y2011,4633086,2846.9472999999998,4814405362604.25
Costa Rica,Y2012,4688003,2842.9983000000002,4864714364179.1396
Costa Rica,Y2013,4742111,2846.9333000000001,4927672907141.6504
Costa Rica,Y2014,4795390,2889.7649999999999,5058005816922.75
Costa Rica,Y2015,4847805,2896.1165000000001,5124529937988.1104
Costa Rica,Y2016,4899336,2977.7957000000001,5325065910884.1504
Costa Rica,Y2017,4949955,3010.0273000000002,5438317384576.5996
Costa Rica,Y2018,4999443,3004.7336,5483027942635.4502
Costa Rica,Y2019,5047561,2996.2604999999999,5520189790658.7803
Cote d'Ivoire,Y1961,3631547,2308.0671000000002,3059376765773.3501
Cote d'Ivoire,Y1962,3770756,2402.8874999999998,3307156397151.75
Cote d'Ivoire,Y1963,3918630,2477.7640000000001,3543945725311.7998
Cote d'Ivoire,Y1964,4071411,2547.5320000000002,3785798179792.98
Cote d'Ivoire,Y1965,4226843,2598.7860000000001,4009401050598.27
Cote d'Ivoire,Y1966,4383723,2592.5907999999999,4148297970635.1699
Cote d'Ivoire,Y1967,4544168,2593.4553000000001,4301560253047
Cote d'Ivoire,Y1968,4713134,2715.8108000000002,4671992779952.2305
Cote d'Ivoire,Y1969,4897470,2691.9902000000002,4812138554349.8096
Cote d'Ivoire,Y1970,5102070,2732.9533999999999,5089457637041.3701
Cote d'Ivoire,Y1971,5328735,2673.5889999999999,5200099257168.9805
Cote d'Ivoire,Y1972,5576026,2642.047,5377224809306.0303
Cote d'Ivoire,Y1973,5841513,2611.8598999999999,5568882949410.4805
Cote d'Ivoire,Y1974,6121295,2605.1062000000002,5820517598133.0898
Cote d'Ivoire,Y1975,6412409,2779.453,6505391142781.1104
Cote d'Ivoire,Y1976,6713949,2782.2844,6818242181259.8896
Cote d'Ivoire,Y1977,7026497,2798.3971999999999,7176969278672.0703
Cote d'Ivoire,Y1978,7350269,2846.2516999999998,7636061207398.1602
Cote d'Ivoire,Y1979,7685927,2993.5356000000002,8397955074127.9404
Cote d'Ivoire,Y1980,8033652,3002.3939999999998,8803868825454.1191
Cote d'Ivoire,Y1981,8393689,3060.8126999999999,9377401110233.3594
Cote d'Ivoire,Y1982,8764991,3003.0396000000001,9607389499324.9102
Cote d'Ivoire,Y1983,9144940,2896.3877000000002,9667861482631.8691
Cote d'Ivoire,Y1984,9530103,2931.5684000000001,10197424313294
Cote d'Ivoire,Y1985,9918204,2855.4065000000001,10336984022023
Cote d'Ivoire,Y1986,10307268,2831.5740000000001,10652814109138.699
Cote d'Ivoire,Y1987,10698188,2720.4539,10622933452649.6
Cote d'Ivoire,Y1988,11094740,2721.2073,11019746930054.699
Cote d'Ivoire,Y1989,11502453,2659.3571999999999,11165032889172.199
Cote d'Ivoire,Y1990,11924873,2607.1266999999998,11347723999229.301
Cote d'Ivoire,Y1991,12362404,2618.0176000000001,11813221806363.301
Cote d'Ivoire,Y1992,12812428,2617.0012000000002,12238500899583.5
Cote d'Ivoire,Y1993,13271638,2536.6028000000001,12287679050656
Cote d'Ivoire,Y1994,13735438,2550.7494999999999,12788016487935.1
Cote d'Ivoire,Y1995,14199759,2576.1239999999998,13351824083252.301
Cote d'Ivoire,Y1996,14665125,2603.107,13933834683331.9
Cote d'Ivoire,Y1997,15130674,2656.3406,14670161632821
Cote d'Ivoire,Y1998,15589407,2614.0212000000001,14874129743601.4
Cote d'Ivoire,Y1999,16032573,2606.9609999999998,15255646777338.301
Cote d'Ivoire,Y2000,16454660,2560.6226000000001,15378973609030.301
Cote d'Ivoire,Y2001,16853028,2557.5522000000001,15732412075892.5
Cote d'Ivoire,Y2002,17231540,2579.8942999999999,16226276416571
Cote d'Ivoire,Y2003,17599614,2582.6747999999998,16590739042147.4
Cote d'Ivoire,Y2004,17970492,2612.0749999999998,17133199605178.5
Cote d'Ivoire,Y2005,18354514,2641.1527999999998,17694132755964.801
Cote d'Ivoire,Y2006,18754914,2620.8249999999998,17940971831678.301
Cote d'Ivoire,Y2007,19171250,2613.998,18291467342487.5
Cote d'Ivoire,Y2008,19605568,2551.0169999999998,18255160100869.398
Cote d'Ivoire,Y2009,20059146,2528.768,18514598176926.699
Cote d'Ivoire,Y2010,20532944,2748.0075999999999,20595010449266.699
Cote d'Ivoire,Y2011,21028652,2796.0464000000002,21460936653330.301
Cote d'Ivoire,Y2012,21547188,2772.9758000000002,21808688271948.398
Cote d'Ivoire,Y2013,22087506,2781.0623000000001,22420756536732.699
Cote d'Ivoire,Y2014,22647672,2719.0392999999999,22476667230851
Cote d'Ivoire,Y2015,23226148,2798.9821999999999,23728494811696.398
Cote d'Ivoire,Y2016,23822726,2820.0324999999998,24521014468887.199
Cote d'Ivoire,Y2017,24437474,2860.9445999999998,25518704636448.199
Cote d'Ivoire,Y2018,25069226,2872.9740000000002,26288480591815.301
Cote d'Ivoire,Y2019,25716554,2841.0493000000001,26667629175141
Croatia,Y1992,4732866,2338.9328999999998,4040497439522.3599
Croatia,Y1993,4697537,2270.739,3893411371492.7002
Croatia,Y1994,4657800,2404.1977999999999,4087369467186.6001
Croatia,Y1995,4616763,2586.3879999999999,4358370254046.0601
Croatia,Y1996,4574888,2592.7840000000001,4329519188990.0801
Croatia,Y1997,4532405,2567.8328000000001,4248037250987.6602
Croatia,Y1998,4491906,2552.3542000000002,4184701327963.3999
Croatia,Y1999,4456446,2574.701,4188015830015.79
Croatia,Y2000,4428075,2583.0864000000001,4174906613398.2002
Croatia,Y2001,4408073,2762.1790000000001,4444198634939.46
Croatia,Y2002,4395802,2839.3726000000001,4555681710146.2002
Croatia,Y2003,4388909,2882.4358000000002,4617523174957.9004
Croatia,Y2004,4383877,2953.8236999999999,4726457919876.9902
Croatia,Y2005,4378066,2987.4423999999999,4773915299415.4199
Croatia,Y2006,4370782,3075.7721999999999,4906888365269.0498
Croatia,Y2007,4362427,3081.6361999999999,4906845731515.9502
Croatia,Y2008,4352639,3114.2577999999999,4947662584061.9805
Croatia,Y2009,4341261,3064.1558,4855339526449.29
Croatia,Y2010,4328163,2977.7523999999999,4704192182707.04
Croatia,Y2011,4313098,3005.578,4731623648135.0596
Croatia,Y2012,4295869,3002.7602999999999,4708304683828.2598
Croatia,Y2013,4276593,3068.5898000000002,4789935025371.2598
Croatia,Y2014,4255518,2977.3371999999999,4624590897034.4004
Croatia,Y2015,4232874,3047.0907999999999,4707752269380.1104
Croatia,Y2016,4208611,3128.2890000000002,4805499296251.3398
Croatia,Y2017,4182847,3063.1120000000001,4676573026550.3604
Croatia,Y2018,4156407,3096.6968000000002,4697963273585.1201
Croatia,Y2019,4130298,3127.7743999999998,4715303727301.4902
Cuba,Y1961,7291201,2120.6505999999999,5643662768010.2695
Cuba,Y1962,7453535,2190.9603999999999,5960596009130.1104
Cuba,Y1963,7623300,2385.3406,6637220953532.7002
Cuba,Y1964,7793258,2327.1300000000001,6619612438682.0996
Cuba,Y1965,7958171,2340.1837999999998,6797607740917.8799
Cuba,Y1966,8115487,2231.4902000000002,6610014843685.5
Cuba,Y1967,8266373,2303.3386,6949693444707.7002
Cuba,Y1968,8413549,2413.8425000000002,7412778485491.8604
Cuba,Y1969,8561391,2469.4639999999999,7716847105514.7598
Cuba,Y1970,8712535,2581.7302,8210096375740.8096
Cuba,Y1971,8868087,2748.5927999999999,8896787428460.3594
Cuba,Y1972,9025347,2651.8980000000001,8736019375391.1904
Cuba,Y1973,9178809,2612.2004000000002,8751564317583.1104
Cuba,Y1974,9320943,2824.1981999999998,9608329511659.4492
Cuba,Y1975,9446441,2672.6095999999998,9215026849388.2598
Cuba,Y1976,9554186,2762.0522000000001,9632043568085.8594
Cuba,Y1977,9646142,2720.5713000000001,9578701234537.4805
Cuba,Y1978,9724044,2800.9490000000001,9941341230980.9395
Cuba,Y1979,9790850,2711.8806,9691339902966.1504
Cuba,Y1980,9849457,2888.7537000000002,10385219203385.4
Cuba,Y1981,9898891,2927.183,10576190890729.301
Cuba,Y1982,9940314,3005.1815999999999,10903443786823.199
Cuba,Y1983,9981303,3068.0612999999998,11177486052124
Cuba,Y1984,10031651,3123.1745999999998,11435668123731.6
Cuba,Y1985,10097910,3128.7179999999998,11531632164473.699
Cuba,Y1986,10183894,3077.0320000000002,11437701218751.9
Cuba,Y1987,10286645,3077.8069999999998,11556012415443
Cuba,Y1988,10397519,2989.5632000000001,11345674663400.801
Cuba,Y1989,10503967,3008.0095000000001,11532551871145.6
Cuba,Y1990,10596986,2921.1060000000002,11298545576078.301
Cuba,Y1991,10673534,2738.9391999999998,10670468646423.5
Cuba,Y1992,10736386,2508.0387999999998,9828454520818.5293
Cuba,Y1993,10789312,2328.0317,9168019030374.5
Cuba,Y1994,10838461,2369.8308000000002,9375141326375.5605
Cuba,Y1995,10888246,2334.3429999999998,9277168803817.9707
Cuba,Y1996,10939285,2456.3312999999998,9807735472968.9805
Cuba,Y1997,10989730,2570.9924000000001,10312896992439
Cuba,Y1998,11038706,2657.0745000000002,10705692442342.9
Cuba,Y1999,11084673,2902.5300000000002,11743362511781.9
Cuba,Y2000,11126423,3034.1538,12322136698438
Cuba,Y2001,11164676,3078.8445000000002,12546619973361.9
Cuba,Y2002,11199664,3157.4740000000002,12907366479388.6
Cuba,Y2003,11229185,3250.8606,13324148006613
Cuba,Y2004,11250369,3352.7307000000001,13767601999409.301
Cuba,Y2005,11261586,3262.788,13411621196545.301
Cuba,Y2006,11261241,3271.5097999999998,13447060006456.6
Cuba,Y2007,11251117,3265.7026000000001,13411122744528.5
Cuba,Y2008,11236975,3136.3887,12863885315446.6
Cuba,Y2009,11226711,3250.9375,13321527563920.301
Cuba,Y2010,11225833,3259.0486000000001,13353720392706.6
Cuba,Y2011,11236671,3347.098,13727737246226.699
Cuba,Y2012,11257112,3350.9666000000002,13768605308427.6
Cuba,Y2013,11282722,3369.0830000000001,13874535812633
Cuba,Y2014,11306909,3353.027,13838015474693.199
Cuba,Y2015,11324777,3354.0662000000002,13864178891756.699
Cuba,Y2016,11335108,3425.9672999999998,14174303912738.5
Cuba,Y2017,11339255,3422.9229999999998,14166889810963.199
Cuba,Y2018,11338146,3369.9564999999998,13946306465886.9
Cuba,Y2019,11333484,3374.8560000000002,13960839914581
Cyprus,Y1961,576402,2476.2716999999998,520974705554.54102
Cyprus,Y1962,577696,2425.2755999999999,511391284751.42401
Cyprus,Y1963,577918,2373.3366999999998,500631809631.56897
Cyprus,Y1964,578628,2599.6702,549048318497.24402
Cyprus,Y1965,580972,2701.1300999999999,572787549106.87805
Cyprus,Y1966,585313,2765.5203000000001,590823668924.17395
Cyprus,Y1967,591301,2914.5156000000002,629024935910.39404
Cyprus,Y1968,598495,2991.5237000000002,653500371543.49805
Cyprus,Y1969,606121,3168.3674000000001,700951116152.22095
Cyprus,Y1970,613618,3057.9025999999999,684880188326.48206
Cyprus,Y1971,620860,3070.6923999999999,695861580464.35999
Cyprus,Y1972,628002,2820.991,646629616343.43005
Cyprus,Y1973,635105,2860.527,663108275122.27502
Cyprus,Y1974,642322,2419.7864,567312944607.59204
Cyprus,Y1975,649753,2376.9032999999999,563706018207.98901
Cyprus,Y1976,657524,2310.6716000000001,554552542088.21594
Cyprus,Y1977,665521,2326.6732999999999,565184228570.59497
Cyprus,Y1978,673253,2402.0970000000002,590284939212.46497
Cyprus,Y1979,680010,2526.9630000000002,627201440014.94995
Cyprus,Y1980,685408,2453.5385999999999,613811369433.31201
Cyprus,Y1981,689170,2478.3883999999998,623431290774.21997
Cyprus,Y1982,691716,2678.0990000000002,676156633677.66003
