Country,Year,Population,Food supply kcal per capita per day,FoodSupplyperyear
Middle Africa (FAO),Y2013,143752000,2193,115065569640000
Middle Africa (FAO),Y2014,148336000,2211,119709377040000
Middle Africa (FAO),Y2015,153034000,2194,122551157540000
Middle Africa (FAO),Y2016,157850000,2183,125774090750000
Middle Africa (FAO),Y2017,162778000,2203,130888975910000
Middle Africa (FAO),Y2018,167812000,2197,134569281860000
Middle Africa (FAO),Y2019,172953000,2189,138186852705000
Moldova,Y1992,4376804,2476.2417,3955878970797.2798
Moldova,Y1993,4371155,2482.1813999999999,3960249867693.71
Moldova,Y1994,4358790,2444.2388000000001,3888682128253.98
Moldova,Y1995,4340602,2491.0803000000001,3946667668304.3198
Moldova,Y1996,4316225,2444.3332999999998,3850856761694.2598
Moldova,Y1997,4286477,2445.9863,3826902366301.7598
Moldova,Y1998,4254835,2443.0005000000001,3794015871832.3901
Moldova,Y1999,4225835,2447.0450000000001,3774395068764.8799
Moldova,Y2000,4202659,2443.0962,3747637584970.4702
Moldova,Y2001,4187097,2436.8971999999999,3724286608731.3701
Moldova,Y2002,4178228,2440.3552,3721671555703.7402
Moldova,Y2003,4173276,2385.2437,3633312304886.8398
Moldova,Y2004,4167962,2371.3977,3607621857677.8999
Moldova,Y2005,4159296,2377.4155000000001,3609256794513.1201
Moldova,Y2006,4146264,2414.4396999999999,3653980109022.4902
Moldova,Y2007,4130129,2449.183,3692136233131.5601
Moldova,Y2008,4112886,2465.4114,3701083951424.6499
Moldova,Y2009,4097515,2370.4074999999998,3545164804887.3101
Moldova,Y2010,4086090,2632.942,3926829861524.7002
Moldova,Y2011,4079167,2656.8910000000001,3955834262775.9102
Moldova,Y2012,4075804,2668.1284000000001,3969290467910.2598
Moldova,Y2013,4074585,2667.2716999999998,3966829219806.7402
Moldova,Y2014,4073407,2672.7330000000002,3973802198635.8198
Moldova,Y2015,4070705,2664.1930000000002,3958477474613.73
Moldova,Y2016,4066013,2686.9915000000001,3987749965009.6699
Moldova,Y2017,4059687,2683.2067999999999,3975937613959.1299
Moldova,Y2018,4051950,2691.0331999999999,3979935170780.1001
Moldova,Y2019,4043258,2686.8285999999998,3965192549526.2598
Mongolia,Y1961,982181,2018.6279,723670158849.21399
Mongolia,Y1962,1011327,1948.3698999999999,719210266337.91504
Mongolia,Y1963,1042386,2035.2461000000001,774351895036.02905
Mongolia,Y1964,1074518,2190.9823999999999,859301259666.36804
Mongolia,Y1965,1107121,2259.7530000000002,913164300406.245
Mongolia,Y1966,1139962,2280.076,948707998945.88
Mongolia,Y1967,1173186,2252.6428000000001,964610683525.69202
Mongolia,Y1968,1207104,2158.8139999999999,951158250349.43994
Mongolia,Y1969,1242213,2177.6264999999999,987352720817.24304
Mongolia,Y1970,1278819,2213.3132000000001,1033105845185.4399
Mongolia,Y1971,1317042,2159.9312,1038322839241.3
Mongolia,Y1972,1356673,2149.518,1064410457269.11
Mongolia,Y1973,1397305,2184.5230000000001,1114142392337.98
Mongolia,Y1974,1438421,2171.3643000000002,1140017642836.1599
Mongolia,Y1975,1479646,2188.5234,1181957561571.49
Mongolia,Y1976,1520868,2289.1986999999999,1270772702692.1299
Mongolia,Y1977,1562207,2230.7042999999999,1271959983422.3899
Mongolia,Y1978,1603910,2315.1300000000001,1355339957779.5
Mongolia,Y1979,1646290,2341.5873999999999,1407050151072.29
Mongolia,Y1980,1689622,2345.5246999999999,1446513299152.1399
Mongolia,Y1981,1733475,2330.3613,1474462414898.8899
Mongolia,Y1982,1777727,2332.3582000000001,1513398093221.1599
Mongolia,Y1983,1823214,2376.721,1581643915472.3101
Mongolia,Y1984,1871089,2333.8890000000001,1593923622819.1699
Mongolia,Y1985,1921889,2234.1289999999999,1567218001633.5701
Mongolia,Y1986,1976313,2305.6347999999998,1663179450399.73
Mongolia,Y1987,2033351,2242.6127999999999,1664406927514.8701
Mongolia,Y1988,2089709,2282.3179,1740823793619.25
Mongolia,Y1989,2141005,2252.9946,1760640536804.1499
Mongolia,Y1990,2184139,2257.8562000000002,1799987200726.3101
Mongolia,Y1991,2217918,2188.0808000000002,1771339083997.6599
Mongolia,Y1992,2243495,1851.4166,1516080018031.21
Mongolia,Y1993,2263196,1851.8396,1529742731006.98
Mongolia,Y1994,2280475,1852.4264000000001,1541910414507.1001
Mongolia,Y1995,2298017,2032.9849999999999,1705219443121.9299
Mongolia,Y1996,2316571,2039.3776,1724392497266.5
Mongolia,Y1997,2335744,2032.2227,1732564472038.9099
Mongolia,Y1998,2355667,2099.2966000000001,1805013959198.75
Mongolia,Y1999,2376228,2134.7952,1851557446904.54
Mongolia,Y2000,2397417,2176.6212999999998,1904668151121.47
Mongolia,Y2001,2419594,2218.3719999999998,1959159247053.3201
Mongolia,Y2002,2443261,2227.7620000000002,1986696464336.9299
Mongolia,Y2003,2468765,2221.2114000000001,2001531871101.1699
Mongolia,Y2004,2496394,2229.6480000000001,2031619159598.8799
Mongolia,Y2005,2526429,2253.5093000000002,2078065905260.74
Mongolia,Y2006,2558854,2288.1306,2137072130491.3301
Mongolia,Y2007,2593819,2343.0664000000002,2218283903502.2798
Mongolia,Y2008,2631899,2375.9937,2282482036708.25
Mongolia,Y2009,2673794,2449.3555000000001,2390411294514.96
Mongolia,Y2010,2719902,2492.0898000000002,2474057611387.8501
Mongolia,Y2011,2770357,2557.6704,2586265935161.4702
Mongolia,Y2012,2824698,2609.279,2690205188050.8301
Mongolia,Y2013,2881783,2596.1956,2730810405835.5
Mongolia,Y2014,2940111,2617.9011,2809375734673.0698
Mongolia,Y2015,2998433,2726.6062000000002,2984074292950.8799
Mongolia,Y2016,3056358,2761.6765,3080845303428.2598
Mongolia,Y2017,3113788,2697.1835999999998,3065437143529.0298
Mongolia,Y2018,3170214,2856.8071,3305691800257.5801
Mongolia,Y2019,3225166,2879.8517999999999,3390120040295.5601
Montenegro,Y2006,617863,3271.4243000000001,737771591778.87903
Montenegro,Y2007,619554,3402.4443000000001,769419261182.40295
Montenegro,Y2008,621312,3469.0430000000001,786705686211.83997
Montenegro,Y2009,622933,3464.9841000000001,787835323233.33496
Montenegro,Y2010,624279,3447.4585000000002,785544219896.34802
Montenegro,Y2011,625271,3476.4926999999998,793418774462.92102
Montenegro,Y2012,625931,3384.373,773210151335.995
Montenegro,Y2013,626342,3398.1435999999999,776866021429.58801
Montenegro,Y2014,626650,3377.8854999999999,772614461229.875
Montenegro,Y2015,626957,3417.2343999999998,781997545118.09204
Montenegro,Y2016,627271,3473.4987999999998,795271149007.802
Montenegro,Y2017,627563,3497.4337999999998,801123917457.73096
Montenegro,Y2018,627803,3502.0985999999998,802499222692.16699
Montenegro,Y2019,627988,3520.0673999999999,806854431532.78796
Morocco,Y1961,12710587,2043.2013999999999,9479155540925.9609
Morocco,Y1962,13094890,2060.1694000000002,9846857461143.5898
Morocco,Y1963,13478425,2057.9456,10124320879643.199
Morocco,Y1964,13857656,2119.3847999999998,10719942503860.5
Morocco,Y1965,14230163,2151.902,11176999420309.5
Morocco,Y1966,14595351,2074.8542000000002,11053377242830.801
Morocco,Y1967,14954037,2129.0342000000001,11620744513388.9
Morocco,Y1968,15307267,2218.1700000000001,12393253961107.4
Morocco,Y1969,15656846,2330.1952999999999,13316480771138.699
Morocco,Y1970,16004732,2327.0268999999998,13593856290321.1
Morocco,Y1971,16350883,2418.5286000000001,14433953532325.1
Morocco,Y1972,16696891,2401.7266,14636999046980.199
Morocco,Y1973,17048526,2429.0331999999999,15115174017748.1
Morocco,Y1974,17413148,2489.7426999999998,15824304212712.199
Morocco,Y1975,17796172,2600.6516000000001,16892799762771.4
Morocco,Y1976,18198836,2533.5012000000002,16828972088280.199
Morocco,Y1977,18620088,2586.2539999999999,17577041130678.5
Morocco,Y1978,19059774,2614.0412999999999,18185408287703.199
Morocco,Y1979,19516942,2683.5880000000002,19117032441982
Morocco,Y1980,19990006,2630.6217999999999,19193943131491.699
Morocco,Y1981,20479708,2678.9517000000001,20025414225167.801
Morocco,Y1982,20984024,2748.4115999999999,21050548266341.602
Morocco,Y1983,21495088,2734.1956,21451697886392.699
Morocco,Y1984,22002640,2801.8389999999999,22501467022060.398
Morocco,Y1985,22499112,2835.8537999999999,23288530175566.301
Morocco,Y1986,22980334,2956.9477999999999,24802351543566.301
Morocco,Y1987,23447256,2946.2808,25215003060402
Morocco,Y1988,23903592,3028.1329999999998,26419888350113.602
Morocco,Y1989,24355624,2976.3445000000002,26459115550810.801
Morocco,Y1990,24807460,3076.4848999999999,27856718275534.199
Morocco,Y1991,25260406,3055.8977,28175524057710.199
Morocco,Y1992,25711410,2886.0392999999999,27084510997220.699
Morocco,Y1993,26155204,2860.922,27312219466402.102
Morocco,Y1994,26584472,2981.5524999999998,28930994617764.699
Morocco,Y1995,26994256,2934.3654999999999,28912019929167.301
Morocco,Y1996,27383472,3072.4773,30709310082042.699
Morocco,Y1997,27754572,3083.3227999999999,31235351197922.199
Morocco,Y1998,28110448,3141.1853000000001,32229546002415.301
Morocco,Y1999,28455504,3068.1867999999999,31866982642453.699
Morocco,Y2000,28793672,3054.0990000000002,32097634574457.699
Morocco,Y2001,29126322,3105.7287999999999,33017336831817.898
Morocco,Y2002,29454766,3138.6057000000001,33743117207814.699
Morocco,Y2003,29782884,3181.9335999999998,34590013146143.398
Morocco,Y2004,30115196,3234.9160000000002,35558347224990.602
Morocco,Y2005,30455562,3171.2024000000001,35251974227328.297
Morocco,Y2006,30804690,3227.4969999999998,36289046264739.5
Morocco,Y2007,31163670,3199.1873000000001,36389922309167.703
Morocco,Y2008,31536806,3210.6550000000002,36957638411794.5
Morocco,Y2009,31929088,3225.7469999999998,37593233337488.602
Morocco,Y2010,32343384,3288.9609999999998,38827286933168.797
Morocco,Y2011,32781860,3337.0142000000001,39928639297680.398
Morocco,Y2012,33241898,3353.0102999999999,40683055630725.5
Morocco,Y2013,33715704,3355.0295000000001,41287771259642.797
Morocco,Y2014,34192360,3395.9643999999998,42382353618874.203
Morocco,Y2015,34663610,3384.0383000000002,42815589107536
Morocco,Y2016,35126270,3420.9733999999999,43860602888594.602
Morocco,Y2017,35581256,3365.9758000000002,43714461019805.797
Morocco,Y2018,36029090,3408.9917,44830347100521.797
Morocco,Y2019,36471764,3365.0216999999998,44795821213506.797
Mozambique,Y1961,7342117,1948.3753999999999,5221398053553.46
Mozambique,Y1962,7507309,1973.2184,5406949492449.2402
Mozambique,Y1963,7679465,1911.8357000000001,5358884500523.6797
Mozambique,Y1964,7857107,1955.6873000000001,5608606196744
Mozambique,Y1965,8039217,1966.9185,5771556894627.29
Mozambique,Y1966,8225919,1940.6352999999999,5826680707014.3604
Mozambique,Y1967,8417698,1942.2479000000001,5967478536116.9805
Mozambique,Y1968,8614445,1855.9552000000001,5835628757395.3604
Mozambique,Y1969,8816056,1929.5248999999999,6208941843704.96
Mozambique,Y1970,9022747,1884.7860000000001,6207170737906.8301
Mozambique,Y1971,9232655,1957.7705000000001,6597528152422.29
Mozambique,Y1972,9446235,1901.0126,6554455291509.7695
Mozambique,Y1973,9668655,2028.5552,7158891137698.4404
Mozambique,Y1974,9906963,1955.4260999999999,7070901918006.0195
Mozambique,Y1975,10165216,1915.0071,7105258196757.2598
Mozambique,Y1976,10443954,1965.6211000000001,7493032567687.7305
Mozambique,Y1977,10738534,1907.7233000000001,7477445304669.4004
Mozambique,Y1978,11041206,1899.0328,7653178506128.2305
Mozambique,Y1979,11341405,1919.8468,7947422435315.21
Mozambique,Y1980,11630194,1946.0283999999999,8260931054851
Mozambique,Y1981,11913085,1880.5070000000001,8176963502944.6797
Mozambique,Y1982,12189817,1815.9199000000001,8079541912695.2803
Mozambique,Y1983,12439773,1775.6031,8062156318265.1504
Mozambique,Y1984,12636120,1840.7677000000001,8489958965503.2598
Mozambique,Y1985,12764385,1899.8409999999999,8851360216416.5293
Mozambique,Y1986,12808566,1762.6660999999999,8240687153401.5996
Mozambique,Y1987,12786353,1831.6110000000001,8548163053709.2998
Mozambique,Y1988,12758003,1900.1237000000001,8848251110714.4492
Mozambique,Y1989,12805950,1817.9448,8497386227219.4004
Mozambique,Y1990,12987292,1888.8422,8953794995562.6797
Mozambique,Y1991,13328029,1784.6995999999999,8682082729157.2695
Mozambique,Y1992,13805999,1759.7097000000001,8867510880848.9609
Mozambique,Y1993,14370950,1757.6102000000001,9219362830846.8496
Mozambique,Y1994,14948050,1740.8860999999999,9498341150493.3301
Mozambique,Y1995,15483277,1907.5248999999999,10780178790050.5
Mozambique,Y1996,15960445,2001.0858000000001,11657450245681.1
Mozambique,Y1997,16397176,2034.2759000000001,12175078687173.301
Mozambique,Y1998,16813946,2050.4668000000001,12583899888247.4
Mozambique,Y1999,17244176,2064.2332000000001,12992540221132.801
Mozambique,Y2000,17711926,2053.3757000000001,13274772033738.301
Mozambique,Y2001,18221884,2045.421,13604069830504.9
Mozambique,Y2002,18764146,2101.4609999999998,14392724171316.699
Mozambique,Y2003,19331098,2150.6442999999999,15174625240151.1
Mozambique,Y2004,19910548,2113.6484,15360622742013
Mozambique,Y2005,20493928,2089.3202999999999,15628708625955.5
Mozambique,Y2006,21080108,2161.761,16633106702818.6
Mozambique,Y2007,21673318,2130.8317999999999,16856501250158
Mozambique,Y2008,22276596,2211.2505000000001,17979583925803.801
Mozambique,Y2009,22894718,2209.0933,18460447370804.102
Mozambique,Y2010,23531566,2331.0430000000001,20021378654218.398
Mozambique,Y2011,24187500,2360.9512,20843510109750
Mozambique,Y2012,24862674,2338.0308,21217339617561.102
Mozambique,Y2013,25560752,2213.0214999999998,20646770212241.301
Mozambique,Y2014,26286192,1974.9856,18948920497774.801
Mozambique,Y2015,27042002,1890.9999,18664794423396.898
Mozambique,Y2016,27829930,1813.0045,18416362738510
Mozambique,Y2017,28649008,1930.9994999999999,20192245345076
Mozambique,Y2018,29496010,2157.9992999999999,23233114660469.398
Mozambique,Y2019,30366042,2129.9969999999998,23608046102084
Myanmar,Y1961,22211626,1432.7153000000001,11615371788948.4
Myanmar,Y1962,22697664,1489.3683000000001,12338891154662.699
Myanmar,Y1963,23198238,1516.3976,12839879636011.5
Myanmar,Y1964,23717786,1559.6016,13501458402831
Myanmar,Y1965,24259356,1531.0011999999999,13556502648737.9
Myanmar,Y1966,24823938,1436.337,13014272331813.699
Myanmar,Y1967,25410054,1443.0103999999999,13383444848095
Myanmar,Y1968,26015238,1449.9012,13767626549987.199
Myanmar,Y1969,26635852,1432.8716999999999,13930501865708.801
Myanmar,Y1970,27269062,1449.5009,14427183417571.9
Myanmar,Y1971,27913748,1474.9336000000001,15027387561903.5
Myanmar,Y1972,28570094,1436.3258000000001,14978126539028.199
Myanmar,Y1973,29238168,1458.5934,15566008588605.301
Myanmar,Y1974,29918468,1498.9264000000001,16368637259455.6
Myanmar,Y1975,30611094,1480.4449999999999,16541084985743
Myanmar,Y1976,31314348,1494.0784000000001,17076923199262.4
Myanmar,Y1977,32026748,1520.9348,17779367380871.102
Myanmar,Y1978,32748782,1559.9812999999999,18646932943988.5
Myanmar,Y1979,33481398,1582.1896999999999,19335481915878.199
Myanmar,Y1980,34224316,1562.3607,19516815100515.102
Myanmar,Y1981,34976464,1632.4577999999999,20840624537725
Myanmar,Y1982,35734270,1691.8353999999999,22066623587392.699
Myanmar,Y1983,36491804,1702.7507000000001,22679802353920.898
Myanmar,Y1984,37241532,1731.595,23537846470292.102
Myanmar,Y1985,37977084,1689.9425000000001,23425367221349.602
Myanmar,Y1986,38698484,1661.7675999999999,23472378711316.199
Myanmar,Y1987,39404350,1657.3931,23837601696994.5
Myanmar,Y1988,40085652,1602.2373,23442755292665.199
Myanmar,Y1989,40731436,1496.7701,22252442370225.199
Myanmar,Y1990,41335188,1728.3242,26075821092161.602
Myanmar,Y1991,41890190,1728.0211999999999,26421304783090.199
Myanmar,Y1992,42401690,1733.7385999999999,26832408030255.398
Myanmar,Y1993,42889990,1784.1006,27929820765942.801
Myanmar,Y1994,43383420,1766.4926,27972318993332.602
Myanmar,Y1995,43901596,1827.5896,29285446599645.602
Myanmar,Y1996,44452204,1849.9351999999999,30015299367471
Myanmar,Y1997,45027224,1906.8855000000001,31339542601061
Myanmar,Y1998,45611220,1905.8616999999999,31728967210220
Myanmar,Y1999,46181076,1905.3722,32117130507417.801
Myanmar,Y2000,46719700,1980.8610000000001,33779009556520.5
Myanmar,Y2001,47225116,2026.1582000000001,34925227950713.199
Myanmar,Y2002,47702164,2067.4223999999999,35996490669456.898
Myanmar,Y2003,48148908,2118.0104999999999,37222660838249.898
Myanmar,Y2004,48564490,2149.4794999999999,38101757124278.602
Myanmar,Y2005,48949930,2190.7446,39141430108525.5
Myanmar,Y2006,49301052,2260.6718999999998,40680528557346.203
Myanmar,Y2007,49621480,2337.5315000000001,42336996990466.297
Myanmar,Y2008,49929640,2431.1156999999998,44305427070262
Myanmar,Y2009,50250370,2466.7222000000002,45243101681583.102
Myanmar,Y2010,50600828,2666.009,49239325942240
Myanmar,Y2011,50990612,2658.0203000000001,49469939858979.602
Myanmar,Y2012,51413704,2678.0154000000002,50255642245310.203
Myanmar,Y2013,51852464,2696.9758000000002,51043366811105.5
Myanmar,Y2014,52280816,2744.0097999999998,52362561081438.797
Myanmar,Y2015,52680724,2775.0146,53359269057078.203
Myanmar,Y2016,53045200,2794.9895000000001,54115183614271
Myanmar,Y2017,53382520,2820.0254,54947122745342.898
Myanmar,Y2018,53708316,2840.9834000000001,55693318482253.398
Myanmar,Y2019,54045420,2846.9778000000001,56161130490061.703
Namibia,Y1961,649274,2098.2449999999999,497252612307.45001
Namibia,Y1962,665119,2140.3944999999999,519620223047.60797
Namibia,Y1963,681633,2137.5212000000001,531806820663.65399
Namibia,Y1964,698797,2139.2766000000001,545645825641.323
Namibia,Y1965,716588,2144.5378000000001,560913769354.63599
Namibia,Y1966,734866,2137.5324999999998,573341984722.92505
Namibia,Y1967,753683,2133.1037999999999,586804686022.82104
Namibia,Y1968,773428,2124.0349999999999,599617671822.69995
Namibia,Y1969,794588,2121.5925000000002,615314058607.34998
Namibia,Y1970,817474,2095.3328000000001,625201231151.72803
Namibia,Y1971,842353,2107.4679999999998,647959677154.45996
Namibia,Y1972,868954,2087.0495999999998,661945785813.21594
Namibia,Y1973,896264,2078.2449000000001,679869471774.56396
Namibia,Y1974,922900,2065.2314000000001,695690751556.90002
Namibia,Y1975,947925,2047.2632000000001,708337968633.90002
Namibia,Y1976,971117,2063.1415999999999,731296436626.02795
Namibia,Y1977,992955,2094.3044,759035759308.22998
Namibia,Y1978,1014055,2116.1671999999999,783257124448.54004
Namibia,Y1979,1035379,2139.2021,808432999850.00403
Namibia,Y1980,1057723,2158.6956,833405224933.36206
Namibia,Y1981,1080938,2139.8618000000001,844266146044.46594
Namibia,Y1982,1105103,2116.6723999999999,853786472028.87805
Namibia,Y1983,1131624,2087.2710000000002,862132174707.95996
Namibia,Y1984,1162282,2078.9929999999999,881977291839.48999
Namibia,Y1985,1198149,2022.4872,884482970910.37195
Namibia,Y1986,1239923,2017.1695999999999,912914268408.39197
Namibia,Y1987,1286796,2076.7246,975397131559.28406
Namibia,Y1988,1336545,2064.4749999999999,1007131264689.38
Namibia,Y1989,1386011,1999.2598,1011413567250.1
Namibia,Y1990,1432899,2035.2551000000001,1064454974100.24
Namibia,Y1991,1476399,2053.4340000000002,1106566085020.5901
Namibia,Y1992,1516951,2030.0432000000001,1124008762733.3701
Namibia,Y1993,1555098,2006.0209,1138639067685.0901
Namibia,Y1994,1591826,2014.7817,1170621391450.23
Namibia,Y1995,1627866,2065.6381999999999,1227342500839.6399
Namibia,Y1996,1663378,2087.971,1267676034503.8701
Namibia,Y1997,1698029,2155.5320000000002,1335956883946.22
Namibia,Y1998,1731635,2158.4513999999999,1364242246364.24
Namibia,Y1999,1763861,2279.3208,1467447848947.21
Namibia,Y2000,1794583,2375.431,1555961452949.6499
Namibia,Y2001,1823667,2406.7788,1602044521958.75
Namibia,Y2002,1851519,2342.3847999999998,1582994036316.5901
Namibia,Y2003,1879113,2368.8341999999998,1624727106123.5801
Namibia,Y2004,1907737,2381.2527,1658123416981.0601
Namibia,Y2005,1938316,2345.6242999999999,1659494805397.76
Namibia,Y2006,1971318,2322.4005999999999,1671039388686.6399
Namibia,Y2007,2006516,2300.3344999999999,1684715162554.73
Namibia,Y2008,2043382,2190.1532999999999,1633491738118.1201
Namibia,Y2009,2081039,2123.3939999999998,1612885990123.5901
Namibia,Y2010,2118877,2215.1287000000002,1713158617881.51
Namibia,Y2011,2156698,2251.3152,1772223551061.5
Namibia,Y2012,2194777,2338.2375000000002,1873147108221.1899
Namibia,Y2013,2233506,2374.5250999999998,1935783361170.22
Namibia,Y2014,2273426,2368.5562,1965429095352.54
Namibia,Y2015,2314901,2427.1037999999999,2050754330009.1899
Namibia,Y2016,2358044,2449.9542999999999,2108641513647.0601
Namibia,Y2017,2402623,2465.3867,2162039098099.6499
Namibia,Y2018,2448300,2478.6963000000001,2215036135220.8501
Namibia,Y2019,2494524,2474.4722000000002,2253010055934.9702
Nepal,Y1961,10267260,1661.6380999999999,6227071695491.1904
Nepal,Y1962,10433147,1669.8668,6359017515109.1504
Nepal,Y1963,10604620,1671.6754000000001,6470531068827.0195
Nepal,Y1964,10783958,1690.5844999999999,6654385168859.6201
Nepal,Y1965,10972912,1678.9724000000001,6724473984404.5098
Nepal,Y1966,11172530,1658.4659999999999,6763180315727.7002
Nepal,Y1967,11382965,1646.3549,6840246074561.6504
Nepal,Y1968,11603921,1694.1708000000001,7175543805152.9805
Nepal,Y1969,11834657,1709.2882,7383526439818.7998
Nepal,Y1970,12074628,1698.2440999999999,7484568002653.5996
Nepal,Y1971,12323984,1681.2363,7562628180418.0098
Nepal,Y1972,12583142,1655.3375000000001,7602711589455.1299
Nepal,Y1973,12852205,1697.1181999999999,7961274520705.3203
Nepal,Y1974,13131260,1688.8153,8094339570641.4697
Nepal,Y1975,13420367,1617.9421,7925382519864.0098
Nepal,Y1976,13719466,1681.0033000000001,8417800681386.7998
Nepal,Y1977,14028535,1701.7991999999999,8713918618662.7803
Nepal,Y1978,14347653,1736.7736,9095298107611.6895
Nepal,Y1979,14676932,1671.049,8951943477708.8203
Nepal,Y1980,15016408,1686.9537,9246174538253
Nepal,Y1981,15367229,1726.8275000000001,9685842077139.0898
Nepal,Y1982,15729431,1682.5587,9659977205911.3906
Nepal,Y1983,16100623,1828.9024999999999,10747961424534
Nepal,Y1984,16477488,1845.1967,11097535365889.699
Nepal,Y1985,16858314,1861.6296,11455136767200.5
Nepal,Y1986,17239678,1812.2493999999999,11403547580768
Nepal,Y1987,17623698,1971.1309000000001,12679594730524.9
Nepal,Y1988,18020756,2155.8044,14179967152786.1
Nepal,Y1989,18445022,2224.7345999999998,14977876704023.801
Nepal,Y1990,18905480,2093.1779999999999,14443975207635.6
Nepal,Y1991,19405506,2124.3031999999998,15046460150098
Nepal,Y1992,19938322,2128.8463999999999,15492653129285.4
Nepal,Y1993,20489972,2084.9769999999999,15593208927985.1
Nepal,Y1994,21040898,2148.5037000000002,16500353229577.699
Nepal,Y1995,21576074,2137.3157000000001,16831931822165.1
Nepal,Y1996,22090352,2118.1572000000001,17078655920857.1
Nepal,Y1997,22584772,2178.6199000000001,17959326306399.398
Nepal,Y1998,23057876,2158.0781000000002,18162654488262.199
Nepal,Y1999,23509970,2226.5376000000001,19106228745653.301
Nepal,Y2000,23941100,2185.6260000000002,19099096079439
Nepal,Y2001,24347114,2211.3002999999999,19651154879702
Nepal,Y2002,24725624,2221.6118000000001,20049719384878.602
Nepal,Y2003,25080880,2287.2530000000002,20938706078263.602
Nepal,Y2004,25419338,2327.5520000000001,21595163315210.199
Nepal,Y2005,25744500,2363.7107000000001,22211180792394.801
Nepal,Y2006,26066688,2338.5268999999998,22249542644896.102
Nepal,Y2007,26382586,2389.1725999999999,23006881329745.398
Nepal,Y2008,26666580,2451.0083,23856403253104.102
Nepal,Y2009,26883532,2501.1030000000001,24542046125565.5
Nepal,Y2010,27013208,2557.9802,25221226688905.801
Nepal,Y2011,27041220,2604.9787999999999,25711258761539.602
Nepal,Y2012,26989160,2666.9841000000001,26272576116209.898
Nepal,Y2013,26916794,2708.0207999999998,26605301877780
Nepal,Y2014,26905982,2751.002,27016719757296.898
Nepal,Y2015,27015034,2786.9965999999999,27481144886012.801
Nepal,Y2016,27263430,2878.9546,28648914681751.5
Nepal,Y2017,27632682,2901.0333999999998,29259616695956.301
Nepal,Y2018,28095712,2867.0293000000001,29401198770552
Nepal,Y2019,28608714,2883.0288,30105107433431.602
Net Food Importing Developing Countries (FAO),Y1961,383480670,1972,276021716652600
Net Food Importing Developing Countries (FAO),Y1962,393191300,1999,286886134175500
Net Food Importing Developing Countries (FAO),Y1963,403243300,2010,295839447045000
Net Food Importing Developing Countries (FAO),Y1964,413667420,2053,309979612839900
Net Food Importing Developing Countries (FAO),Y1965,424462340,2066,320082805970600
Net Food Importing Developing Countries (FAO),Y1966,435652300,2039,324227689490500
Net Food Importing Developing Countries (FAO),Y1967,447211040,2036,332340412265600
Net Food Importing Developing Countries (FAO),Y1968,458327600,2052,343278205848000
Net Food Importing Developing Countries (FAO),Y1969,470375870,2112,362603350665600
Net Food Importing Developing Countries (FAO),Y1970,482477860,2119,373165263649100
Net Food Importing Developing Countries (FAO),Y1971,494617340,2091,377499373148100
Net Food Importing Developing Countries (FAO),Y1972,506844480,2062,381466360982400
Net Food Importing Developing Countries (FAO),Y1973,519242460,2081,394398399129900
Net Food Importing Developing Countries (FAO),Y1974,531938800,2109,409478509158000
Net Food Importing Developing Countries (FAO),Y1975,545030200,2090,415776288070000
Net Food Importing Developing Countries (FAO),Y1976,558544500,2133,434852027752500
Net Food Importing Developing Countries (FAO),Y1977,572473300,2115,441935075767500
Net Food Importing Developing Countries (FAO),Y1978,586897700,2164,463567017322000
Net Food Importing Developing Countries (FAO),Y1979,601912450,2195,482237207128750
Net Food Importing Developing Countries (FAO),Y1980,617573760,2182,491854269676800
Net Food Importing Developing Countries (FAO),Y1981,633920100,2192,507186793608000
Net Food Importing Developing Countries (FAO),Y1982,650922560,2206,524116336086400
Net Food Importing Developing Countries (FAO),Y1983,668528200,2213,540000310909000
Net Food Importing Developing Countries (FAO),Y1984,686613570,2186,547842101367300
Net Food Importing Developing Countries (FAO),Y1985,705111800,2196,565175312172000
Net Food Importing Developing Countries (FAO),Y1986,723983100,2199,581094175468500
Net Food Importing Developing Countries (FAO),Y1987,743223800,2218,601691691766000
Net Food Importing Developing Countries (FAO),Y1988,762846100,2221,618412633656500
Net Food Importing Developing Countries (FAO),Y1989,782857200,2215,632920474770000
Net Food Importing Developing Countries (FAO),Y1990,803251260,2219,650581309268100
Net Food Importing Developing Countries (FAO),Y1991,824009700,2206,663484370343000
Net Food Importing Developing Countries (FAO),Y1992,845091650,2197,677683219593250
Net Food Importing Developing Countries (FAO),Y1993,860049000,2183,685282742955000
Net Food Importing Developing Countries (FAO),Y1994,881579000,2209,710803924015000
Net Food Importing Developing Countries (FAO),Y1995,903235000,2224,733210043600000
Net Food Importing Developing Countries (FAO),Y1996,925007000,2239,755948095645000
Net Food Importing Developing Countries (FAO),Y1997,946870000,2254,778999417700000
Net Food Importing Developing Countries (FAO),Y1998,968776000,2269,802325751560000
Net Food Importing Developing Countries (FAO),Y1999,990651000,2301,832013102115000
Net Food Importing Developing Countries (FAO),Y2000,1012455000,2308,852912341100000
Net Food Importing Developing Countries (FAO),Y2001,1034158000,2321,876102462070000
Net Food Importing Developing Countries (FAO),Y2002,1055812000,2320,894061601600000
Net Food Importing Developing Countries (FAO),Y2003,1077506000,2343,921477743670000
Net Food Importing Developing Countries (FAO),Y2004,1099375000,2362,947804168750000
Net Food Importing Developing Countries (FAO),Y2005,1121528000,2387,977136877640000
